NAME;CITY;ID NUMBER;GENDER;SOCIAL STATUS;AGE;EDUCATION LEVEL;NEWS TYPE;FAKE NEWS SHARED THIS MONTH
Pres. Marya Champlin;Santa Marta;457-63-4920;F;5;53;Tecnico;Politica,Economica,Cientifica;1
Filiberto Pagac;Santa Marta;299-55-8148;F;2;21;Profesional;;0
Stanley Rolfson;Barranquilla;631-08-9857;M;2;44;Profesional;Farandula,Economica,Cientifica;5
Gov. Brianne Jenkins;Cartagena;557-79-4784;F;4;28;Tecnico;Cientifica,Economica,Politica,Farandula;4
Ruby Mraz;Barranquilla;646-97-7958;F;3;36;Profesional;Economica,Farandula;4
Annemarie Schuppe;Barranquilla;648-30-5971;M;6;14;Colegio;;0
Pres. Michel Fisher;Barranquilla;191-58-8439;M;1;47;Profesional;Farandula;1
Lemuel Schultz;Cartagena;819-57-8771;F;2;56;Profesional doctorado;;0
Mrs. Thora Kautzer;Santa Marta;642-26-1758;F;3;42;Profesional;Politica;4
Chi Schowalter;Barranquilla;026-62-9915;M;6;48;Profesional doctorado;;0
Rep. Cathleen Rippin;Cartagena;694-43-3081;M;4;41;Tecnico;Politica,Farandula,Economica;5
Phil Miller DVM;Cartagena;349-29-8630;M;2;23;Tecnico;Economica;4
Msgr. Titus Conroy;Barranquilla;144-61-8510;F;1;48;Tecnico;Farandula;1
Dr. Dick Walter;Barranquilla;255-57-8352;M;2;41;Profesional;Farandula,Cientifica;5
Krystin Grant;Cartagena;846-78-1308;M;2;23;Tecnico;Cientifica,Economica;4
Dion Aufderhar;Santa Marta;266-36-6145;F;5;47;Profesional;Farandula;1
Prof. Monet Wolf;Barranquilla;526-37-9095;F;6;25;Tecnico;Politica,Economica,Cientifica;6
Gov. Mammie Zieme;Barranquilla;313-36-5712;F;6;52;Profesional especializacion/master;;0
Derrick Balistreri Ret.;Barranquilla;101-16-9344;F;5;34;Tecnico;Farandula;4
Amb. Mercedez Stark;Cartagena;414-19-6756;M;4;31;Tecnico;Politica,Farandula,Economica,Cientifica;5
Gail Schiller;Cartagena;793-31-9165;M;2;44;Tecnico;Politica,Cientifica,Farandula;5
Kendall Miller Sr.;Barranquilla;201-19-0505;M;3;57;Tecnico;Politica,Cientifica;1
Sterling Satterfield;Santa Marta;027-21-7062;F;3;41;Tecnico;Economica,Cientifica;4
Von Sipes;Barranquilla;821-35-7042;M;6;44;Profesional doctorado;Economica,Politica,Cientifica,Farandula;6
Shirley Pouros;Cartagena;332-04-2249;F;3;51;Tecnico;;0
Beau Schiller;Barranquilla;800-09-7736;M;2;26;Profesional;Cientifica,Farandula;6
Colby Witting;Barranquilla;656-59-7295;M;6;41;Profesional;Farandula;4
Alix Purdy;Santa Marta;708-36-7293;F;4;29;Profesional;Farandula;6
Debroah Abernathy DVM;Cartagena;530-86-0905;F;5;32;Profesional;Politica,Farandula,Economica;6
Leoma Kris;Cartagena;261-23-5919;M;4;60;Tecnico;Economica;1
Jeniffer Kiehn;Barranquilla;366-95-0782;F;3;38;Tecnico;Politica;6
Luella Bergstrom DVM;Cartagena;845-41-1345;M;1;50;Tecnico;;0
Tamala Ruecker;Barranquilla;003-18-8329;M;5;40;Tecnico;Cientifica,Politica;6
Sherri Ferry;Cartagena;312-25-8266;M;3;27;Tecnico;Economica,Cientifica;4
Jefferey Mertz;Cartagena;608-04-9594;F;6;33;Profesional especializacion/master;Farandula,Economica;5
Shawna Beahan;Santa Marta;619-24-8122;M;1;21;Tecnico;;0
Leonel Hackett;Barranquilla;382-67-2754;F;6;25;Profesional;Politica,Cientifica;4
Rickey Reinger;Barranquilla;650-62-1921;F;1;53;Tecnico;;0
Lanelle Farrell MD;Barranquilla;122-28-5989;F;5;23;Profesional;Farandula,Cientifica,Politica,Economica;6
Nigel Roob;Santa Marta;379-74-1144;M;2;25;Tecnico;Politica,Economica,Cientifica;6
Alan Altenwerth DO;Cartagena;528-85-2647;M;1;45;Tecnico;Cientifica,Politica;6
Lee Nienow;Santa Marta;821-12-6157;M;6;24;Profesional;Economica,Cientifica,Politica,Farandula;4
Enoch Lind DC;Santa Marta;367-79-2362;F;6;56;Profesional;;0
Darryl Reinger PhD;Cartagena;458-44-6510;F;5;21;Profesional;Farandula,Economica;1
Jerica Schaefer;Cartagena;016-86-2873;M;3;21;Profesional;;0
Fr. Felix Nader;Barranquilla;624-48-4128;F;6;49;Tecnico;Farandula,Politica;1
Mrs. Lou Dietrich;Barranquilla;243-21-5339;M;5;20;Tecnico;;0
Felicitas Welch;Santa Marta;681-08-2283;M;5;14;Colegio;Politica,Cientifica,Economica;1
Selena Lynch V;Santa Marta;494-48-3141;M;4;33;Profesional especializacion/master;Politica;6
Ronny Johnson;Santa Marta;118-50-6153;M;6;14;Colegio;Economica,Politica,Farandula,Cientifica;1
Giuseppina Bartell;Barranquilla;280-68-2446;M;3;53;Profesional especializacion/master;Economica;1
Sharika Jaskolski CPA;Barranquilla;117-89-1180;F;6;46;Profesional especializacion/master;Politica;1
Soon Mohr DC;Santa Marta;095-05-8864;F;2;32;Profesional especializacion/master;Farandula,Cientifica,Economica,Politica;6
Mel Jast;Santa Marta;619-27-2050;F;2;37;Profesional;Cientifica,Economica,Farandula;6
Pres. Emory Reynolds;Barranquilla;260-55-4308;F;1;17;Tecnico;;0
Man Cronin;Cartagena;416-60-4032;M;3;21;Tecnico;Politica;1
Msgr. Evie Pagac;Santa Marta;377-35-5387;F;6;18;Profesional;Politica,Economica,Farandula;1
Carley Mayer;Barranquilla;718-14-4114;F;3;17;Profesional;;0
Dion Haley;Santa Marta;711-90-8674;M;4;58;Profesional;;0
Carlton Lockman;Santa Marta;866-78-5445;M;2;25;Tecnico;Cientifica,Politica,Economica,Farandula;4
Maurice Abbott CPA;Cartagena;148-22-0194;M;1;34;Profesional;Cientifica,Politica,Economica;6
Leonard Dickens;Cartagena;450-64-9821;F;1;38;Profesional;Cientifica,Farandula;4
Rev. Sean Zemlak;Cartagena;258-91-2168;F;1;51;Tecnico;Cientifica,Economica;1
Eli Gleichner;Cartagena;776-56-4328;M;3;25;Profesional;Farandula,Politica,Economica,Cientifica;4
Joesph McCullough;Cartagena;285-47-2743;M;1;49;Profesional;Politica;1
Jama Nitzsche;Santa Marta;258-72-6810;F;4;41;Profesional;Economica;5
Brice Hartmann CPA;Cartagena;249-32-7314;F;6;16;Profesional;Economica,Cientifica,Politica;1
Audrea Schulist;Barranquilla;490-20-9736;M;1;28;Tecnico;Politica;6
Taylor Abshire;Cartagena;018-72-7242;M;2;31;Tecnico;Economica,Politica,Farandula;4
Fleta Kunde;Barranquilla;800-19-7038;F;4;30;Tecnico;Politica,Cientifica,Economica,Farandula;6
Sen. Kecia Howe;Cartagena;643-83-2763;M;4;46;Profesional;Farandula,Economica,Cientifica;1
Myrna Stiedemann;Cartagena;592-90-9882;F;2;36;Profesional especializacion/master;Cientifica;4
Lavona Roob;Santa Marta;017-65-6340;M;1;16;Profesional;;0
Dennis Lowe Esq.;Santa Marta;805-98-5620;M;2;30;Profesional;Politica,Cientifica,Farandula;4
Suzann Goldner;Barranquilla;080-13-8516;F;5;24;Profesional;Economica,Politica,Cientifica;4
Mathilda Bashirian;Cartagena;712-91-6427;M;4;17;Profesional;;0
William Gutmann;Barranquilla;269-60-4791;M;5;38;Profesional;Economica;4
Flor Klein;Barranquilla;168-05-9981;M;6;30;Profesional;Economica;6
Macy Treutel;Barranquilla;252-32-1959;M;1;32;Tecnico;Economica,Farandula,Politica,Cientifica;5
Laverne Satterfield;Cartagena;881-34-5341;F;3;15;Colegio;Politica,Cientifica,Farandula,Economica;1
Kimbery Reilly;Barranquilla;762-97-7543;M;4;39;Profesional especializacion/master;Politica,Cientifica;4
Bobby Daugherty;Barranquilla;246-49-9801;F;1;24;Tecnico;Economica;6
Gov. Todd Schowalter;Santa Marta;749-04-1956;F;3;25;Tecnico;Cientifica,Farandula,Economica,Politica;6
Jamika West;Santa Marta;607-24-0240;M;6;56;Profesional;;0
Fr. Jonah Williamson;Santa Marta;156-09-1908;F;4;22;Tecnico;Farandula,Politica;6
Julian Harber;Cartagena;458-83-4144;M;1;44;Profesional especializacion/master;Politica,Cientifica;6
Yasuko West;Barranquilla;327-98-0997;M;6;23;Profesional;Farandula;6
Simon Abbott;Barranquilla;679-69-6938;F;1;48;Profesional;;0
Nita Sauer;Barranquilla;873-19-7933;F;3;34;Profesional;Cientifica;6
Clay Buckridge V;Santa Marta;702-12-9118;M;1;41;Profesional doctorado;Politica,Cientifica;6
Ruthe Kovacek;Santa Marta;182-11-5569;F;4;54;Profesional;;0
Jamey Gulgowski;Barranquilla;703-84-5413;M;3;52;Tecnico;Politica;1
Taneka Wuckert;Barranquilla;162-24-8874;M;3;22;Profesional;Politica;5
Miss Michal Jakubowski;Santa Marta;613-07-8338;F;5;30;Tecnico;Politica,Economica;6
Fr. Gordon Veum;Cartagena;532-89-4419;F;3;57;Profesional;;0
Pres. Raelene Sanford;Barranquilla;157-33-0641;M;3;25;Profesional;Farandula,Politica,Cientifica,Economica;6
Contessa Kulas;Barranquilla;309-29-4018;M;1;50;Tecnico;;0
Cleta Effertz;Barranquilla;490-66-8072;F;6;17;Profesional;Economica,Cientifica,Politica;1
Nakesha Murphy;Cartagena;585-83-9149;M;6;32;Profesional;Politica,Economica,Cientifica;6
Joey Smith Jr.;Cartagena;071-27-4529;M;1;47;Tecnico;Politica,Farandula,Economica,Cientifica;1
Mrs. Marlyn Langworth;Cartagena;270-66-0666;F;3;42;Profesional especializacion/master;Cientifica,Farandula,Politica;5
Gov. Michael Shields;Cartagena;558-36-2912;M;1;41;Tecnico;Politica,Economica,Cientifica;4
Cedrick Cruickshank;Cartagena;821-28-6877;F;6;18;Profesional;;0
Alberto Carter;Santa Marta;553-28-9918;F;5;57;Tecnico;Economica;1
Mathew Feest III;Barranquilla;339-86-2683;M;6;38;Tecnico;Cientifica,Politica,Economica,Farandula;6
Donnie Hane;Santa Marta;825-28-9400;M;3;14;Colegio;Farandula,Cientifica,Economica;1
Gregg Lakin;Santa Marta;451-78-0267;F;6;20;Tecnico;;0
Fr. Lesha Crona;Santa Marta;250-31-8184;M;6;42;Profesional especializacion/master;Economica,Farandula,Cientifica,Politica;4
Freeman Yost;Santa Marta;035-43-6355;M;2;41;Tecnico;Cientifica,Farandula,Economica;4
Msgr. Wilton Rosenbaum;Santa Marta;164-77-1279;M;4;32;Tecnico;Farandula,Economica;6
Mohamed Pfeffer;Barranquilla;698-85-5954;M;2;33;Profesional doctorado;Cientifica,Farandula,Economica,Politica;5
Pres. Brain Kuhlman;Barranquilla;241-25-6974;M;3;33;Profesional especializacion/master;Farandula,Cientifica,Politica;4
Latoria Champlin;Santa Marta;018-30-6666;M;1;26;Tecnico;Politica,Economica;5
Clementina Barrows;Santa Marta;276-36-8020;M;3;42;Tecnico;Economica,Farandula,Politica,Cientifica;6
Gertude Donnelly;Santa Marta;514-97-1225;F;2;29;Profesional especializacion/master;Farandula,Economica,Politica;6
Lashon Lemke;Cartagena;635-28-7871;M;1;34;Profesional especializacion/master;Economica,Politica;4
Doretha Mertz;Cartagena;325-74-1010;M;6;20;Profesional;Economica,Farandula,Cientifica,Politica;1
Rickey Kirlin;Barranquilla;685-28-0571;F;1;27;Profesional especializacion/master;Farandula,Politica;6
Floyd Zemlak;Cartagena;823-03-8845;F;2;47;Profesional;Politica,Farandula;1
Porsha Gottlieb;Cartagena;631-60-8838;F;2;18;Profesional;;0
Monique Hermiston;Santa Marta;106-15-4953;F;5;28;Profesional;Economica;5
Hiram Keeling;Barranquilla;081-89-5876;F;6;23;Profesional;Farandula,Cientifica,Politica;5
Lyla Corkery;Barranquilla;418-39-3859;M;3;29;Tecnico;Cientifica,Politica;5
Irwin Schmeler;Cartagena;417-32-0243;M;3;28;Profesional;Cientifica;4
Deangelo Howe;Barranquilla;345-45-5461;F;6;25;Profesional;Economica,Farandula,Cientifica;4
Wallace Parker CPA;Cartagena;751-56-1699;M;1;43;Tecnico;Politica,Cientifica;4
Melissa Grimes;Barranquilla;458-85-4876;M;1;45;Profesional;Economica,Cientifica,Farandula,Politica;4
German Gleason;Cartagena;009-47-6331;F;3;26;Tecnico;Cientifica;6
Quinton Collins;Barranquilla;574-16-6789;F;5;24;Tecnico;Politica;6
Fr. Elvin Schinner;Barranquilla;312-89-7646;M;3;52;Tecnico;Cientifica;1
Eartha Stoltenberg;Cartagena;682-73-6726;M;2;34;Tecnico;Farandula,Cientifica,Economica;4
Guy Boehm;Cartagena;561-12-0917;F;3;23;Profesional;Economica,Farandula,Politica;5
Todd Gutmann;Cartagena;678-90-7771;M;6;48;Tecnico;Cientifica,Farandula;1
Larry Will;Cartagena;105-52-7096;M;4;50;Profesional doctorado;;0
Ji Ortiz;Cartagena;180-46-7793;F;4;36;Tecnico;Economica,Farandula,Cientifica,Politica;6
Alvera Raynor;Barranquilla;833-48-6818;F;5;28;Profesional;Cientifica,Economica;6
Fr. Omer Lind;Cartagena;246-18-6032;F;3;51;Profesional especializacion/master;Cientifica,Farandula;1
Miss Major Farrell;Barranquilla;553-77-1657;F;2;25;Profesional;Cientifica,Economica,Farandula;5
Burton Ebert;Santa Marta;359-73-0204;F;2;43;Profesional doctorado;Farandula,Economica;5
Anette Bashirian;Barranquilla;654-56-7475;F;5;35;Profesional especializacion/master;Cientifica,Farandula;4
Mr. Christian Schneider;Santa Marta;169-34-7517;F;6;18;Profesional;Politica,Cientifica;1
Harris Lindgren;Santa Marta;738-38-5811;F;6;24;Tecnico;Cientifica;4
Evonne Jacobs;Santa Marta;551-65-9978;M;3;43;Profesional;Politica,Farandula;6
Glenn Lindgren;Cartagena;348-93-7689;M;6;58;Tecnico;;0
Glennis Lebsack;Barranquilla;194-96-6484;M;2;46;Tecnico;;0
Un Sipes;Santa Marta;389-62-6604;F;5;51;Tecnico;;0
Dr. Wanita Turcotte;Barranquilla;787-25-7947;M;1;51;Tecnico;;0
Thurman Toy;Cartagena;343-81-1328;F;6;56;Profesional;;0
Anna Barrows;Santa Marta;177-36-5838;F;3;42;Profesional;Farandula,Politica,Cientifica,Economica;4
Mika Anderson;Cartagena;434-93-6693;F;3;54;Profesional;Farandula;1
The Hon. Dorthea Kutch;Santa Marta;743-78-4473;F;1;39;Profesional;Cientifica,Politica,Economica,Farandula;5
Gregory Abernathy;Barranquilla;056-16-2015;M;1;57;Tecnico;;0
Hoyt Considine;Barranquilla;453-48-7338;M;1;29;Profesional;Politica,Cientifica,Economica,Farandula;4
Agustina Swaniawski;Barranquilla;192-22-0775;F;4;24;Tecnico;Economica,Cientifica;5
Lyndon Boehm;Santa Marta;559-12-6514;F;6;23;Profesional;Economica;4
Dr. Clay Nitzsche;Santa Marta;709-74-1909;F;2;46;Tecnico;;0
Latasha Morar I;Santa Marta;778-42-7439;F;4;28;Profesional;Politica,Cientifica,Economica;5
Rev. Robby Smitham;Barranquilla;192-81-9243;F;5;22;Profesional;Farandula,Cientifica;4
Willy Kerluke;Cartagena;047-25-2909;M;2;35;Tecnico;Farandula,Economica;6
Dr. Linh Stracke;Barranquilla;109-97-4200;F;5;31;Tecnico;Politica,Cientifica,Economica;6
Concetta White;Barranquilla;692-34-8197;M;3;33;Tecnico;Politica,Farandula,Cientifica;5
Randal Walsh;Santa Marta;894-02-5644;M;4;29;Tecnico;Cientifica,Farandula,Politica;6
Elliott Grimes;Santa Marta;853-22-4016;F;4;25;Profesional;Farandula,Cientifica,Economica;4
Cathi Swift;Barranquilla;493-91-0097;M;4;34;Profesional especializacion/master;Politica,Economica,Cientifica,Farandula;5
Ian Cole;Barranquilla;720-57-5233;F;5;55;Tecnico;Farandula;1
Lannie Gleichner;Barranquilla;039-66-4536;M;4;22;Tecnico;Economica,Cientifica,Farandula,Politica;6
Ralph Koss;Cartagena;169-25-5747;F;1;36;Tecnico;Cientifica,Farandula,Politica,Economica;4
Russ Rutherford;Cartagena;395-34-8759;M;5;14;Colegio;Economica;1
Hershel King MD;Cartagena;847-45-1340;M;6;46;Tecnico;Politica;1
Clark Schmidt;Cartagena;158-30-4328;M;6;26;Profesional;Politica;6
Kerstin Klein;Santa Marta;369-12-6590;M;1;22;Tecnico;Farandula,Cientifica,Economica;6
Lisbeth Auer;Santa Marta;851-16-2301;M;5;50;Profesional doctorado;;0
Brandi Hackett;Cartagena;764-68-3911;F;4;28;Profesional especializacion/master;Economica,Cientifica,Farandula,Politica;6
Berry Hodkiewicz;Cartagena;377-17-2570;M;1;21;Profesional;Farandula;1
Zetta Pacocha;Santa Marta;078-82-9232;F;3;38;Profesional;Farandula,Economica;6
Fr. Machelle Feest;Santa Marta;480-89-6547;M;5;14;Colegio;;0
Larita Klocko;Cartagena;158-45-3320;M;6;36;Profesional;Cientifica;6
Dwayne Gaylord;Santa Marta;105-94-4974;M;5;50;Profesional;;0
Fr. Elvie Pfannerstill;Barranquilla;639-25-5484;M;3;36;Profesional;Cientifica;4
Alton Nader;Cartagena;162-70-2178;F;6;51;Profesional;Farandula,Economica,Politica;1
Thea Greenholt;Cartagena;432-49-2344;M;4;22;Tecnico;Farandula,Economica;4
Estrella Nitzsche VM;Cartagena;807-84-0709;M;1;49;Profesional;;0
Shaniqua Durgan DVM;Cartagena;849-37-2612;M;5;47;Profesional;;0
Stewart Bartoletti Sr.;Barranquilla;135-06-5483;M;2;16;Profesional;Farandula;1
Miss Burl Daniel;Barranquilla;358-69-8758;F;1;34;Profesional especializacion/master;Cientifica,Farandula;4
Mathew Cruickshank;Barranquilla;889-41-8445;M;5;54;Profesional;Cientifica,Politica,Farandula;1
Eugene Considine DO;Cartagena;757-14-6586;M;5;14;Colegio;;0
Mr. Dion Schulist;Barranquilla;643-11-8467;M;3;22;Tecnico;Farandula,Economica,Cientifica,Politica;6
Armida Bashirian JD;Barranquilla;290-90-6983;F;6;23;Tecnico;Farandula,Cientifica;4
Richard Schultz Jr.;Barranquilla;008-20-3528;F;3;28;Profesional;Farandula,Cientifica,Politica;6
Jess Ernser;Santa Marta;758-91-5336;F;4;56;Profesional especializacion/master;Farandula,Politica;1
Otha Rowe;Cartagena;333-57-8788;M;3;43;Profesional;Farandula,Cientifica;6
Rep. Kirby McLaughlin;Cartagena;557-87-2330;F;1;39;Profesional especializacion/master;Cientifica;4
Freeman Gulgowski;Barranquilla;664-07-2355;F;1;43;Profesional especializacion/master;Farandula,Politica,Economica;5
Mauricio Hilll;Cartagena;396-44-8685;M;2;40;Tecnico;Economica,Politica;6
Takisha Lynch Ret.;Cartagena;051-79-4470;F;4;32;Profesional;Politica,Cientifica;6
Franklyn Rau;Cartagena;590-41-7105;F;2;25;Tecnico;Politica,Farandula,Cientifica;4
Jake Klocko;Barranquilla;492-19-8311;M;4;56;Tecnico;Farandula,Cientifica,Politica;1
Efrain Grant;Barranquilla;355-32-0514;M;4;23;Profesional;Farandula,Economica,Politica;5
Nana Roberts;Barranquilla;695-22-4740;M;5;33;Tecnico;Cientifica,Economica,Politica,Farandula;5
Mrs. Filiberto Donnelly;Santa Marta;517-36-4942;M;5;43;Tecnico;Farandula,Cientifica,Economica;6
Walter Mann;Cartagena;840-06-9440;M;2;21;Profesional;;0
Wesley Johnson;Santa Marta;045-91-5138;F;3;27;Profesional;Economica,Politica,Cientifica,Farandula;5
Elias Koss;Cartagena;066-57-0054;F;6;14;Colegio;;0
Edgardo Bartoletti;Santa Marta;604-52-9294;F;3;25;Profesional;Politica,Economica,Cientifica,Farandula;5
Gov. Terrilyn Rowe;Cartagena;105-96-2103;M;6;23;Tecnico;Politica,Economica,Farandula;6
Marilou O'Kon;Santa Marta;543-27-6443;F;1;56;Profesional;Economica,Politica;1
Kathryne Rau;Santa Marta;774-37-4311;M;6;59;Tecnico;Economica;1
Solomon Dickens;Barranquilla;713-18-5753;M;1;18;Profesional;;0
Brandee Bogisich;Santa Marta;074-54-1813;M;4;14;Colegio;;0
Loyd Wolf;Santa Marta;503-55-3982;M;2;26;Profesional;Economica,Farandula,Cientifica;4
Randolph Steuber;Barranquilla;638-57-3011;M;1;30;Profesional;Politica,Economica;6
Janet Schroeder;Cartagena;464-90-7940;F;5;36;Tecnico;Cientifica,Farandula,Politica,Economica;4
Wes Krajcik;Barranquilla;317-50-8781;F;4;26;Tecnico;Politica,Economica,Cientifica,Farandula;4
Fr. Douglas Christiansen;Barranquilla;717-35-1225;F;3;38;Profesional especializacion/master;Economica,Farandula,Cientifica,Politica;5
Lakeesha Roob;Cartagena;323-59-4307;M;5;56;Profesional;;0
Gertie Collins;Barranquilla;582-23-2648;M;1;18;Tecnico;;0
Gov. Andrea West;Barranquilla;439-01-6048;M;3;16;Profesional;;0
Jeanene Brakus;Santa Marta;481-43-8409;F;3;36;Profesional especializacion/master;Politica,Economica,Farandula,Cientifica;6
Gilbert Welch;Santa Marta;793-52-4718;F;2;23;Profesional;Cientifica,Farandula,Politica;6
Janeth Rempel;Cartagena;472-23-6634;F;3;38;Profesional;Farandula,Economica,Cientifica;4
Neil Doyle;Santa Marta;067-29-8171;M;2;39;Profesional doctorado;Cientifica,Farandula,Economica;4
Agustin Casper;Santa Marta;808-65-0716;M;5;22;Tecnico;Politica,Economica,Farandula,Cientifica;4
Msgr. Randell Homenick;Barranquilla;626-81-6170;F;2;21;Tecnico;Cientifica;1
Rebbecca Beer;Cartagena;593-22-5218;F;1;54;Tecnico;Politica,Farandula,Economica;1
Nerissa Klein DDS;Barranquilla;076-89-0721;F;3;51;Profesional;Farandula,Cientifica;1
Anton Satterfield;Santa Marta;111-42-8048;F;3;41;Tecnico;Economica,Farandula;6
Jacinto Volkman;Barranquilla;057-45-4149;F;1;28;Profesional;Farandula,Cientifica,Economica,Politica;4
Preston Durgan;Barranquilla;181-69-3069;F;2;24;Profesional;Economica;4
Leslee Fisher;Cartagena;881-93-5557;M;4;24;Profesional;Farandula,Politica,Economica,Cientifica;4
Octavio Braun;Cartagena;824-14-4822;F;2;28;Tecnico;Economica,Farandula,Cientifica;6
Korey Bayer;Barranquilla;796-43-8137;F;1;40;Profesional especializacion/master;Politica,Farandula;4
Olene Flatley;Cartagena;062-37-3832;F;5;23;Profesional;Economica,Politica,Cientifica,Farandula;6
Ehtel Mosciski;Cartagena;358-72-5950;F;6;20;Tecnico;;0
Marlon Renner;Santa Marta;306-75-9882;M;5;25;Tecnico;Economica,Cientifica,Farandula;4
Stuart Cassin;Barranquilla;735-74-4341;F;2;46;Profesional especializacion/master;;0
Galen Schroeder;Santa Marta;821-25-5770;F;3;22;Profesional;Cientifica;5
Randolph Jaskolski;Cartagena;761-39-9650;M;4;21;Profesional;;0
Cheree Glover;Barranquilla;473-37-4010;F;3;50;Tecnico;;0
Kristan Johns;Santa Marta;606-63-0536;F;1;34;Tecnico;Cientifica,Politica,Farandula;6
Kirby Macejkovic;Barranquilla;471-82-8652;M;3;17;Tecnico;;0
Booker Mayert JD;Cartagena;156-93-4955;M;6;25;Tecnico;Economica,Farandula,Politica;4
Gov. Vicenta Brakus;Santa Marta;082-65-4145;M;3;55;Tecnico;;0
Janelle Towne Ret.;Santa Marta;736-31-4663;M;6;21;Profesional;Farandula,Politica,Economica,Cientifica;1
Yuk Purdy;Santa Marta;517-42-1291;M;2;31;Tecnico;Cientifica,Politica,Economica;5
Josiah Legros;Barranquilla;293-07-8599;F;4;54;Profesional especializacion/master;;0
Miss Lashell Feil;Cartagena;428-27-3984;M;4;39;Profesional especializacion/master;Politica,Cientifica;4
Lashanda Nader;Cartagena;275-84-0601;F;6;50;Tecnico;;0
Hipolito Schamberger;Barranquilla;360-34-5175;F;4;36;Tecnico;Economica,Cientifica;4
Josefa Berge;Barranquilla;596-09-2453;F;3;26;Profesional;Cientifica,Economica,Politica,Farandula;4
Corinna MacGyver;Santa Marta;089-83-5287;M;2;36;Profesional;Politica;5
Ivory Torphy;Barranquilla;830-81-8777;F;4;18;Tecnico;;0
Msgr. Tatiana Ebert;Barranquilla;271-90-3080;M;6;24;Tecnico;Politica,Cientifica,Economica;5
Sherry Paucek;Barranquilla;773-10-7133;M;1;23;Profesional;Politica,Farandula;4
Paz Zieme;Cartagena;677-80-3158;F;4;59;Profesional;;0
Prof. Jeanette Schuppe;Barranquilla;603-78-2117;M;5;53;Profesional especializacion/master;Cientifica;1
Lacie Armstrong;Barranquilla;039-12-6357;F;2;45;Profesional;Politica;4
Brittany Kihn;Santa Marta;148-65-5088;F;1;58;Tecnico;Cientifica,Farandula,Economica;1
Pei Jenkins;Barranquilla;028-32-9853;M;3;17;Profesional;Economica,Cientifica,Farandula,Politica;1
Karla Towne;Santa Marta;204-02-3622;F;4;50;Tecnico;Farandula,Economica;1
Sunni Kuhic II;Santa Marta;617-45-7379;F;4;27;Tecnico;Cientifica,Farandula,Economica;6
